topic,term,beta
6,allot,1.0668353286559338e-25
7,allot,3.808879517636322e-37
8,allot,2.7287493932028865e-25
9,allot,1.3880521165418742e-17
10,allot,7.153086531773085e-285
1,allow,3.842567772693059e-4
2,allow,2.8962706654649795e-4
3,allow,6.460628423533994e-4
4,allow,6.262102872081983e-4
5,allow,4.6827801163700324e-4
6,allow,7.57447035203948e-4
7,allow,6.254719409815131e-4
8,allow,5.205570444294313e-4
9,allow,1.3794776764520147e-4
10,allow,7.362300120636234e-4
1,almost,7.694633739501437e-4
2,almost,1.8485419833736726e-4
3,almost,4.3510770658638544e-4
4,almost,5.418941553874285e-4
5,almost,0.001444411490219271
6,almost,2.612895028094965e-4
7,almost,7.177488350156679e-4
8,almost,4.1226862928224803e-4
9,almost,6.25869063313209e-4
10,almost,4.366448682808334e-4
1,alon,4.503973803671209e-4
2,alon,2.2241343510052194e-4
3,alon,4.379879594782822e-4
4,alon,3.834377857402031e-4
5,alon,0.0010744946844244948
6,alon,5.734031892087508e-4
7,alon,1.778927146329704e-4
8,alon,8.221372699524621e-4
9,alon,0.0010909310345967324
10,alon,1.1654118092278925e-4
1,along,4.562904844526912e-4
2,along,5.787097184014072e-4
3,along,4.2417570784009426e-4
4,along,3.7258537574055926e-4
5,along,4.3185188273696737e-4
6,along,1.7194318511218887e-4
7,along,3.0387607953958e-4
8,along,5.115983570602573e-4
9,along,6.725060560109667e-4
10,along,5.686926109784334e-4
1,alreadi,0.002452856246616665
2,alreadi,0.001313407123137206
3,alreadi,0.0013989343789708893
4,alreadi,0.001207167341331157
5,alreadi,0.0016075803803004111
6,alreadi,0.0014590973016116778
7,alreadi,0.0015326384500248527
8,alreadi,0.0010670479702961655
9,alreadi,0.001583944360203175
10,alreadi,0.001053300943045597
1,alter,3.849898579010758e-4
2,alter,7.295447163370564e-6
3,alter,1.1570192732701334e-8
4,alter,1.7209880088418428e-36
5,alter,1.0279245452018832e-4
6,alter,1.2564352995230553e-4
7,alter,9.122504589269224e-11
8,alter,4.5376905164831553e-4
9,alter,5.965204580723265e-16
10,alter,9.391702590891961e-5
1,although,3.9560639828581053e-4
2,although,4.7750844271901333e-4
3,although,2.567525030686351e-4
4,although,2.9094845276744255e-11
5,although,1.1770869216257441e-4
6,although,2.968739926707751e-4
7,although,5.292190244619795e-4
8,although,9.250500537345783e-12
9,although,3.5160397444597186e-4
10,although,2.916667674038295e-4
1,alway,0.0022683724669314677
2,alway,6.981922704829289e-5
3,alway,7.010972565504566e-4
4,alway,0.0011866423660336954
5,alway,0.0012182509632343713
6,alway,3.2844525346968065e-4
7,alway,4.1196238644792616e-4
8,alway,5.280295344153529e-4
9,alway,0.0012645346991993105
10,alway,2.6270479167099194e-4
1,amelior,3.068393070191662e-12
2,amelior,1.1162561681912917e-4
3,amelior,3.071702703787088e-114
4,amelior,9.167549846268505e-15
5,amelior,3.6141329388813464e-5
6,amelior,2.7768248785254125e-12
7,amelior,8.454641378940157e-5
8,amelior,8.585424316227453e-5
9,amelior,6.96871464600757e-29
10,amelior,2.4818895520036373e-5
1,amend,1.494711108583588e-4
2,amend,9.655530897928866e-4
3,amend,9.90985241446718e-4
4,amend,1.903536155730221e-4
5,amend,5.332125939748687e-4
6,amend,2.5616322132810494e-4
7,amend,9.745944376189885e-4
8,amend,8.408436238392121e-5
9,amend,2.360263456984715e-4
10,amend,0.0015289926129708272
1,amendatori,1.4521592324145453e-17
2,amendatori,2.2135443612124334e-5
3,amendatori,3.195912008562504e-295
4,amendatori,5.12978513e-316
5,amendatori,3.87314686455e-312
6,amendatori,7e-323
7,amendatori,3.48654e-318
8,amendatori,3.3677155691837e-311
9,amendatori,2.22399625e-315
10,amendatori,2.324539170243277e-307
1,america,0.0015778908819913738
2,america,7.539052188413292e-4
3,america,4.940530399688916e-4
4,america,0.010475350139298857
5,america,0.013357018709440772
6,america,0.004443485819574582
7,america,4.5560636007014514e-4
8,america,0.0027706578658442944
9,america,0.0012040272382860403
10,america,0.00157891787870932
1,amic,8.882064772526984e-5
2,amic,1.5317481592339312e-4
3,amic,2.8988080519492574e-5
4,amic,9.270258977719958e-279
5,amic,2.864371332806109e-246
6,amic,1.4122323572465146e-261
7,amic,9.244853281131916e-14
8,amic,2.5481960712347855e-16
9,amic,3.8045274863996995e-272
10,amic,2.5837699556473044e-267
1,ammunit,2.510526453155489e-4
2,ammunit,3.0401311885988484e-06
3,ammunit,2.2923248885458227e-5
4,ammunit,3.709305612353728e-5
5,ammunit,2.9952971328587504e-40
6,ammunit,2.4970891152627365e-23
7,ammunit,3.2809342806824905e-13
8,ammunit,8.200424964489224e-5
9,ammunit,2.4265610751212098e-4
10,ammunit,1.0958930306840144e-281
1,amnesti,3.939997165257852e-5
2,amnesti,1.685132667707523e-5
3,amnesti,2.006722511397466e-9
4,amnesti,1.7616298760063354e-304
5,amnesti,7.528865146183739e-301
6,amnesti,4.4493233378676e-311
7,amnesti,5.860139383548222e-305
8,amnesti,5.675192354779373e-224
9,amnesti,4.8182098665413e-304
10,amnesti,6.039306891417992e-297
1,among,0.0020359632709243693
2,among,8.010225388865547e-4
3,among,0.001608900134062979
4,among,3.3582912833554103e-4
5,among,0.0011346103013757072
6,among,0.0014065869374787266
7,among,9.111982724066689e-4
8,among,0.0023253439417076313
9,among,0.0016372312458727127
10,among,8.264827817270733e-4
1,amount,6.666408732619451e-4
2,amount,0.0019508173463241756
3,amount,0.0014753266333085472
4,amount,3.5906410726672644e-14
5,amount,3.2104233653151154e-4
6,amount,3.643358069415345e-4
7,amount,0.002166821061653318
8,amount,2.626339942827541e-4
9,amount,3.8567253283260696e-4
10,amount,3.506988465417253e-4
1,anarchi,2.5053597701252695e-4
2,anarchi,1.3815087229631464e-16
3,anarchi,2.5296506684393816e-5
4,anarchi,6.864521361135104e-199
5,anarchi,4.5930903415856204e-239
6,anarchi,1.3742144451400234e-10
7,anarchi,8.70744528569827e-26
8,anarchi,1.0419903995127392e-11
9,anarchi,6.180918802146656e-5
10,anarchi,4.8835195545026415e-5
1,anim,5.70408897780699e-4
2,anim,5.8351435448989806e-8
3,anim,4.268928492304827e-5
4,anim,3.5291981118782312e-211
5,anim,1.1987289061373476e-13
6,anim,2.1358835713323272e-5
7,anim,2.9168072421462144e-5
8,anim,7.708933740226246e-26
9,anim,1.1163439125683893e-4
10,anim,1.6982421848186804e-210
1,annex,3.661984999572393e-5
2,annex,1.294613274259446e-4
3,annex,6.583210794900717e-241
4,annex,4.7401514666836733e-287
5,annex,6.163247745893161e-292
6,annex,3.1114384486283406e-301
7,annex,3.86387028747739e-9
8,annex,3.931394789948967e-5
9,annex,2.7852582757828345e-274
10,annex,1.9660176533937446e-243
1,anniversari,1.322803672618956e-4
2,anniversari,1.7584856076646832e-4
3,anniversari,2.6548760776861122e-5
4,anniversari,1.0963165465327599e-13
5,anniversari,1.6910618875083278e-4
6,anniversari,9.557091044095961e-5
7,anniversari,5.784719293258289e-5
8,anniversari,8.758060347496491e-23
9,anniversari,1.7032035852736872e-19
10,anniversari,4.6871709246304366e-5
1,announc,2.0585858529568194e-4
2,announc,2.6386471024574383e-4
3,announc,4.9182941282303584e-5
4,announc,5.196445325369057e-4
5,announc,1.6611475878719267e-4
6,announc,3.692539567231843e-4
7,announc,4.4688411046586216e-5
8,announc,4.438993978438282e-5
9,announc,5.129296238699648e-5
10,announc,5.425301512308679e-4
1,annual,7.933245112562766e-4
2,annual,0.0010071140316784443
3,annual,5.286364813776038e-4
4,annual,1.0273473460106975e-4
5,annual,1.9640414612411266e-4
6,annual,4.745829640516393e-4
7,annual,9.047601313193353e-4
8,annual,2.6596952932494473e-4
9,annual,2.683936380013869e-4
10,annual,5.424072604041266e-4
1,annum,4.2998873625574805e-11
2,annum,3.141929926574536e-5
3,annum,1.5619501559717143e-5
4,annum,3.620236219966827e-299
5,annum,1.3766251429038125e-297
6,annum,1.5554125391227815e-304
7,annum,1.9911685512170605e-4
8,annum,7.443989147689505e-42
9,annum,6.11843842618792e-297
10,annum,9.349835431596242e-162
1,anomal,2.4374289209490294e-12
2,anomal,4.427088552811484e-5
3,anomal,2.2509236861714254e-5
4,anomal,4.784865785459289e-306
5,anomal,1.1461628696997884e-304
6,anomal,1.1269836945e-314
7,anomal,3.4148527585486735e-280
8,anomal,8.673387259643501e-249
9,anomal,5.172926100130433e-308
10,anomal,1.3826210042228146e-300
1,anoth,8.848830401369248e-4
2,anoth,6.088238745321409e-4
3,anoth,0.0012973939856964175
4,anoth,0.0012396556757919602
5,anoth,0.001028938651977755
6,anoth,0.0011920708804393978
7,anoth,4.998905204402613e-4
8,anoth,0.001441225321708795
9,anoth,0.001738677627860272
10,anoth,4.122790215857563e-4
1,answer,1.8312840252176106e-5
2,answer,2.3418600699590415e-4
3,answer,1.0545797142041345e-4
4,answer,5.261481608195997e-4
5,answer,6.16815639394413e-4
6,answer,3.0404638888984164e-4
7,answer,1.3338558322811677e-15
8,answer,5.385990746603264e-4
9,answer,9.084079118319944e-4
10,answer,4.961870268047866e-5
1,antiforeign,3.9309937496393585e-5
2,antiforeign,1.2759317095597026e-4
3,antiforeign,8.352057352630234e-18
4,antiforeign,3.4220049173988254e-308
5,antiforeign,5.702086898725685e-305
6,antiforeign,3.26395353e-316
7,antiforeign,6.17614987422046e-309
8,antiforeign,1.4694682784638571e-24
9,antiforeign,5.2808053265518745e-307
10,antiforeign,1.094225761587881e-299
1,apart,1.1446694028468601e-4
2,apart,1.3505548029836605e-4
3,apart,9.309242404915664e-5
4,apart,2.499424859282945e-4
5,apart,3.1089897465551724e-5
6,apart,9.614709872196103e-5
7,apart,1.1045739837007036e-7
8,apart,2.9203050591041223e-4
9,apart,6.212481295224524e-5
10,apart,9.59268160449181e-6
1,appar,1.5338780439596913e-4
2,appar,3.6660409696940796e-4
3,appar,1.6717544199325155e-4
4,appar,2.9805058766892325e-31
5,appar,8.673246333123548e-13
6,appar,1.8082448585580757e-4
7,appar,2.6433903231264826e-4
8,appar,2.2189848808130044e-4
9,appar,3.833463152065151e-6
10,appar,1.5323032487855185e-8
1,appeal,2.201069248501123e-4
2,appeal,8.044552523023141e-4
3,appeal,4.828375990457476e-4
4,appeal,1.875631695269818e-4
5,appeal,3.482545162440748e-5
6,appeal,3.058439653246938e-5
7,appeal,1.3921295565746223e-4
8,appeal,5.402540993935227e-4
9,appeal,4.248190374303792e-12
10,appeal,1.1217016716804744e-5
1,appear,7.842982357671995e-4
2,appear,5.300028648558716e-4
3,appear,3.7829207893541844e-4
4,appear,5.311778259101331e-34
5,appear,4.508131588480395e-12
6,appear,8.517197607993964e-5
7,appear,3.090672014312757e-4
8,appear,2.0833861044179222e-4
9,appear,2.1683889466000164e-4
10,appear,1.1747127152843287e-5
1,appli,0.0012384924833844526
2,appli,5.149381767878097e-4
3,appli,5.639166559212815e-4
4,appli,1.3008922272146113e-4
5,appli,2.6998692698971735e-4
6,appli,4.26749697424699e-4
7,appli,4.4349562082094627e-4
8,appli,5.113344760505674e-4
9,appli,1.846510059131749e-4
10,appli,1.8294126633386302e-8
1,applianc,1.1631788120806654e-5
2,applianc,8.379637290962407e-5
3,applianc,1.0914072455607916e-4
4,applianc,3.6573558316690145e-5
5,applianc,8.2417550243418025e-227
6,applianc,1.1298786222609341e-303
7,applianc,1.4485329412349167e-56
8,applianc,4.675822412943874e-227
9,applianc,2.6659339556387835e-300
10,applianc,1.5700230338168435e-284
1,applic,0.0010883028423622572
2,applic,5.6316692817944e-4
3,applic,1.6403611184845243e-4
4,applic,3.660369959560017e-5
5,applic,9.147472278129827e-61
6,applic,1.1757078062936537e-7
7,applic,6.149208580771408e-4
8,applic,2.3637583999906278e-4
9,applic,2.4854689598819807e-4
10,applic,3.7970736285714013e-4
1,appoint,0.00122312531275619
2,appoint,0.002496322155089683
3,appoint,4.641119862684495e-4
4,appoint,3.369834216722141e-49
5,appoint,2.470420373688876e-6
6,appoint,2.2702895595182683e-4
7,appoint,4.1396811763681236e-4
8,appoint,5.073924921043477e-6
9,appoint,2.2365158156379415e-5
10,appoint,2.300684422257344e-4
1,apport,4.070929138756986e-5
2,apport,8.234850263636206e-5
3,apport,6.772638940459266e-269
4,apport,1.141000689842157e-279
5,apport,9.661398227818895e-246
6,apport,1.9887693671339004e-260
7,apport,1.0297541302990894e-52
8,apport,1.8161494760461627e-12
9,apport,1.8015316056359865e-272
10,apport,1.890156251229038e-269
1,appreci,4.393127340147178e-4
2,appreci,3.8831496479708815e-4
3,appreci,2.761066203609051e-4
4,appreci,6.869471361189107e-5
5,appreci,2.4974318661076078e-5
6,appreci,7.6740580428528e-5
7,appreci,9.723159559642391e-5
8,appreci,1.1594019665434594e-4
9,appreci,9.329014588438137e-5
10,appreci,1.6771376679072536e-7
1,apprehend,2.483973340433997e-18
2,apprehend,4.427088722426715e-5
3,apprehend,3.5911528650977642e-298
4,apprehend,6.633325e-318
5,apprehend,5.6098375435e-314
6,apprehend,0
7,apprehend,6.193608694180658e-191
8,apprehend,2.0029382079e-313
9,apprehend,1.889245e-317
10,apprehend,1.157210300446038e-308
1,apprehens,1.26441509967052e-4
2,apprehens,1.4503355101181298e-4
3,apprehens,5.2248863258851287e-11
4,apprehens,1.6086097776042035e-207
5,apprehens,1.2638496094845716e-5
6,apprehens,5.194500126815939e-108
7,apprehens,9.217918204464143e-5
8,apprehens,5.887775765157701e-7
9,apprehens,1.530521605852573e-76
10,apprehens,3.262271907840322e-41
1,approach,3.6088689279697994e-4
2,approach,1.2785070155333686e-5
3,approach,2.3701526033491227e-4
4,approach,4.2840394420227306e-4
5,approach,2.615466308100534e-4
6,approach,0.001222360692969872
7,approach,1.0805136352640818e-4
8,approach,3.260751383535035e-4
9,approach,2.1902655705996016e-4
10,approach,2.3696310786315214e-4
1,appropri,0.001013874079987074
2,appropri,0.0024383572503795517
3,appropri,9.721296911889882e-4
4,appropri,1.5197634783161394e-4
5,appropri,5.30949467568206e-4
6,appropri,1.278477369163011e-4
7,appropri,0.0033473784390827214
8,appropri,9.184435402347714e-4
9,appropri,8.328319185836818e-4
10,appropri,8.292673162366412e-4
1,approv,3.092809657554053e-4
2,approv,0.0013958666561824616
3,approv,2.4852598613124945e-4
4,approv,2.1694214156386642e-4
5,approv,4.530225134839673e-4
6,approv,7.107205059596094e-4
7,approv,0.0011818086172896642
8,approv,8.413003031642143e-5
9,approv,1.5546662377884357e-4
10,approv,0.0010316154226728675
1,approxim,1.0255077481131583e-4
2,approxim,2.1914471608904497e-4
3,approxim,2.408753226138453e-4
4,approxim,1.607884809521643e-12
5,approxim,7.376211856422706e-5
6,approxim,1.5006139140513587e-4
7,approxim,7.081383159973579e-4
8,approxim,1.0813579409956053e-7
9,approxim,1.80074414933017e-4
10,approxim,1.200836637626542e-4
1,april,1.2663496519480172e-4
2,april,8.512074825203686e-4
3,april,2.0895135660458513e-4
4,april,1.452881151050406e-4
5,april,6.716269240574379e-5
6,april,2.0368567801135856e-4
7,april,9.743364773992417e-5
8,april,4.9848394139193194e-9
9,april,1.7158384088014186e-4
10,april,1.1268763618575109e-4
1,arbitr,8.40678307125914e-4
2,arbitr,0.001536078211813004
3,arbitr,2.2544346331603593e-4
4,arbitr,1.7812388561579464e-227
5,arbitr,4.581207751414149e-130
6,arbitr,1.7892626231424043e-9
7,arbitr,2.04949862487399e-4
8,arbitr,5.592010044194085e-7
9,arbitr,7.875448243409287e-22
10,arbitr,2.441560287100435e-5
1,archipelago,6.192191805466796e-6
2,archipelago,1.9801926616043423e-4
3,archipelago,4.1847627374274426e-5
4,archipelago,3.7679878398649094e-298
5,archipelago,4.5783002449768225e-296
6,archipelago,4.8866897569238304e-306
7,archipelago,7.69976124614483e-101
8,archipelago,1.5815381636424222e-8
9,archipelago,1.2379979128395004e-299
10,archipelago,4.047131131739566e-268
1,archiv,7.18080538888236e-16
2,archiv,4.42708872237692e-5
3,archiv,4.6786407981967645e-297
4,archiv,1.62030217e-316
5,archiv,1.579223435915e-312
6,archiv,1e-322
7,archiv,1.6550247219389235e-103
8,archiv,5.752722396925498e-100
9,archiv,1.13646684e-315
10,archiv,6.397108838155064e-279
1,area,5.890687723180047e-4
2,area,2.2432075173397102e-4
3,area,6.171588812997873e-5
4,area,8.049934836013814e-4
5,area,6.639652515836739e-4
6,area,0.003709441948996365
7,area,8.297468232160118e-4
8,area,3.6706190886813517e-4
9,area,0.0015406769550633103
10,area,0.004233839897256167
1,arellano,3.305290043647719e-17
2,arellano,2.2135443612111435e-5
3,arellano,3.95210612018634e-296
4,arellano,1.123829613e-315
5,arellano,1.464875392537e-312
6,arellano,8.4e-323
7,arellano,1.982014e-318
8,arellano,2.576249684747e-311
9,arellano,9.7771163e-315
10,arellano,5.642242025628471e-307
1,argentin,4.472005351055992e-12
2,argentin,2.6562532023364154e-4
3,argentin,2.2509236861714254e-5
4,argentin,2.1111330516039634e-306
5,argentin,2.583606886210059e-306
6,argentin,2.79761347e-316
7,argentin,7.768977632333241e-99
8,argentin,4.774993959078501e-86
9,argentin,1.364597226117304e-309
10,argentin,1.2838602416669026e-274
1,aris,2.2025775059409097e-4
2,aris,5.978488625270537e-4
3,aris,3.807569592456457e-4
4,aris,1.1325681015310617e-37
5,aris,1.2038235866038325e-84
6,aris,5.064569471296821e-5
7,aris,5.604917923294315e-4
8,aris,4.3586564046948855e-4
9,aris,6.62925465594222e-5
10,aris,1.4478180791548817e-4
1,arizona,1.5739960926552474e-4
2,arizona,1.0026538997492855e-4
3,arizona,3.425634038224631e-5
4,arizona,4.3114846345653755e-301
5,arizona,4.774129150334426e-298
6,arizona,2.1971943132527232e-307
7,arizona,6.111497566709687e-9
8,arizona,4.614229649866439e-246
9,arizona,4.970468051398305e-302
10,arizona,5.964437099085239e-289
1,arm,0.00010397107085391389
2,arm,3.3356481361763383e-4
3,arm,6.326974307148972e-4
4,arm,4.7770513693171025e-4
5,arm,0.0016529982252629926
6,arm,0.0011064597719196397
7,arm,6.890157306505452e-4
8,arm,0.0010801625501418398
9,arm,0.0030012044964083354
10,arm,0.0010540997111872135
1,armenia,2.4201110644862065e-6
2,armenia,2.668879302569113e-5
3,armenia,2.1571887267571342e-5
4,armenia,6.463582449681094e-214
5,armenia,9.385332970817046e-287
6,armenia,5.922536289173322e-290
7,armenia,5.541200072567308e-5
8,armenia,5.0589006433762566e-5
9,armenia,3.483458544986487e-288
10,armenia,3.421887527604748e-166
1,armi,0.0034695912935132113
2,armi,0.002003698105330831
3,armi,0.0016841461293553804
4,armi,2.3953846765683253e-4
5,armi,5.232877029786672e-5
6,armi,1.3168048746505806e-10
7,armi,5.111992125187567e-4
8,armi,5.210981123175221e-4
9,armi,0.0016547381653329812
10,armi,1.2205337510919005e-4
1,armistic,2.1434883980757916e-16
2,armistic,4.427088722412929e-5
3,armistic,1.1394952660586022e-29
4,armistic,3.7886620363417994e-5
5,armistic,2.270437189290975e-19
6,armistic,8.319227680679057e-14
7,armistic,3.3064546851571126e-6
8,armistic,1.0373156929502814e-4
9,armistic,2.218332192518469e-4
10,armistic,1.5588518222468677e-242
1,armor,1.5981595487640424e-4
2,armor,1.1511848008943636e-4
3,armor,1.0748564135400947e-4
4,armor,3.6568143505998385e-5
5,armor,5.440216973708229e-9
6,armor,1.2597471916199337e-15
7,armor,3.714424126320716e-52
8,armor,5.507976788586361e-20
9,armor,4.603548045968311e-260
10,armor,7.325293400990044e-5
1,aros,1.4035950880403497e-12
2,aros,6.640632985967194e-5
3,aros,2.2509236861714254e-5
4,aros,2.1904865773480877e-279
5,aros,4.09323396669474e-288
6,aros,2.874838391121601e-125
7,aros,1.6033957380602783e-36
8,aros,3.931394789948967e-5
9,aros,3.831440965260046e-263
10,aros,7.754782622814106e-190
1,around,6.961241322047509e-5
2,around,1.0980020162517325e-4
3,around,1.8319456554403337e-4
4,around,0.0016866776917542983
5,around,9.150538066776078e-4
6,around,4.167870928956184e-4
7,around,1.528723978761404e-4
8,around,6.0358883360608295e-5
9,around,1.3170194805262045e-4
10,around,4.78307114729011e-4
1,arrang,6.288574206190809e-4
2,arrang,8.618761993163989e-4
3,arrang,2.981332353137115e-4
4,arrang,1.1390373759582046e-8
5,arrang,6.363913677995107e-5
6,arrang,1.762526079798451e-4
7,arrang,2.4120315482331118e-4
8,arrang,2.404808413460139e-4
9,arrang,2.4231487768251617e-4
10,arrang,1.2795217131712354e-4
1,arrest,1.1023114130381986e-7
2,arrest,8.875536910851417e-5
3,arrest,2.267370143014823e-5
4,arrest,3.6573558316690145e-5
5,arrest,9.687305075874688e-5
6,arrest,2.9246890950388645e-5
7,arrest,3.195621530599056e-12
8,arrest,2.92680995905899e-67
9,arrest,1.3788642291798136e-10
10,arrest,1.526374613321046e-5
1,arriv,1.0479734941854148e-4
2,arriv,2.592453298717918e-4
3,arriv,8.905354108956346e-5
4,arriv,5.0655233635568366e-18
5,arriv,1.0151878180012537e-4
